SN,Province,District,Administrative Division,Position,Ward,Age,Gender,Party,Votes,Status
3117,Province 7,Dadeldhura,Amargadhi Urban Municipality,Ward President,1,46,M,Nepali Congress,515,Elected
3118,Province 7,Dadeldhura,Amargadhi Urban Municipality,Ward Member,1,36,M,Nepali Congress,425,Elected
3119,Province 7,Dadeldhura,Amargadhi Urban Municipality,Ward Member,1,54,M,Nepali Congress,391,Elected
3120,Province 7,Dadeldhura,Amargadhi Urban Municipality,Female Ward Member,1,29,F,Nepali Congress,482,Elected
3121,Province 7,Dadeldhura,Amargadhi Urban Municipality,Dalit Female Ward Member,1,60,F,Nepali Congress,479,Elected
3122,Province 7,Dadeldhura,Amargadhi Urban Municipality,Ward President,2,45,M,Nepali Congress,375,Elected
3123,Province 7,Dadeldhura,Amargadhi Urban Municipality,Ward Member,2,45,M,Nepali Congress,409,Elected
3124,Province 7,Dadeldhura,Amargadhi Urban Municipality,Ward Member,2,53,M,Nepali Congress,363,Elected
3125,Province 7,Dadeldhura,Amargadhi Urban Municipality,Female Ward Member,2,28,F,Nepali Congress,394,Elected
3126,Province 7,Dadeldhura,Amargadhi Urban Municipality,Dalit Female Ward Member,2,21,F,Nepali Congress,425,Elected
3127,Province 7,Dadeldhura,Amargadhi Urban Municipality,Ward President,3,36,M,Nepali Congress,302,Elected
3128,Province 7,Dadeldhura,Amargadhi Urban Municipality,Ward Member,3,52,F,Nepali Congress,307,Elected
3129,Province 7,Dadeldhura,Amargadhi Urban Municipality,Ward Member,3,39,M,Nepali Congress,280,Elected
3130,Province 7,Dadeldhura,Amargadhi Urban Municipality,Female Ward Member,3,44,F,Nepali Congress,313,Elected
3131,Province 7,Dadeldhura,Amargadhi Urban Municipality,Dalit Female Ward Member,3,36,F,Nepali Congress,311,Elected
3132,Province 7,Dadeldhura,Amargadhi Urban Municipality,Ward President,4,38,M,Communist Party of Nepal (UML),277,Elected
3133,Province 7,Dadeldhura,Amargadhi Urban Municipality,Ward Member,4,26,M,Nepali Congress,256,Elected
3134,Province 7,Dadeldhura,Amargadhi Urban Municipality,Ward Member,4,51,M,Nepali Congress,253,Elected
3135,Province 7,Dadeldhura,Amargadhi Urban Municipality,Female Ward Member,4,26,F,Communist Party of Nepal (UML),246,Elected
3136,Province 7,Dadeldhura,Amargadhi Urban Municipality,Dalit Female Ward Member,4,68,F,Communist Party of Nepal (UML),255,Elected
3137,Province 7,Dadeldhura,Amargadhi Urban Municipality,Ward President,5,49,M,Communist Party of Nepal (UML),458,Elected
3138,Province 7,Dadeldhura,Amargadhi Urban Municipality,Ward Member,5,60,M,Communist Party of Nepal (UML),404,Elected
3139,Province 7,Dadeldhura,Amargadhi Urban Municipality,Ward Member,5,65,M,Communist Party of Nepal (UML),388,Elected
3140,Province 7,Dadeldhura,Amargadhi Urban Municipality,Female Ward Member,5,35,F,Communist Party of Nepal (UML),413,Elected
3141,Province 7,Dadeldhura,Amargadhi Urban Municipality,Dalit Female Ward Member,5,55,F,Communist Party of Nepal (UML),448,Elected
3142,Province 7,Dadeldhura,Amargadhi Urban Municipality,Ward President,6,47,M,Nepali Congress,382,Elected
3143,Province 7,Dadeldhura,Amargadhi Urban Municipality,Ward Member,6,46,M,Nepali Congress,402,Elected
3144,Province 7,Dadeldhura,Amargadhi Urban Municipality,Ward Member,6,50,M,Nepali Congress,324,Elected
3145,Province 7,Dadeldhura,Amargadhi Urban Municipality,Female Ward Member,6,32,F,Nepali Congress,344,Elected
3146,Province 7,Dadeldhura,Amargadhi Urban Municipality,Dalit Female Ward Member,6,58,F,Nepali Congress,349,Elected
3147,Province 7,Dadeldhura,Amargadhi Urban Municipality,Ward President,7,48,M,Communist Party of Nepal (UML),446,Elected
3148,Province 7,Dadeldhura,Amargadhi Urban Municipality,Ward Member,7,27,M,Nepali Congress,457,Elected
3149,Province 7,Dadeldhura,Amargadhi Urban Municipality,Ward Member,7,27,M,Communist Party of Nepal (UML),444,Elected
3150,Province 7,Dadeldhura,Amargadhi Urban Municipality,Female Ward Member,7,50,F,Nepali Congress,433,Elected
3151,Province 7,Dadeldhura,Amargadhi Urban Municipality,Dalit Female Ward Member,7,38,F,Nepali Congress,460,Elected
3152,Province 7,Dadeldhura,Amargadhi Urban Municipality,Ward President,8,39,M,Nepali Congress,386,Elected
3153,Province 7,Dadeldhura,Amargadhi Urban Municipality,Ward Member,8,47,M,Nepali Congress,353,Elected
3154,Province 7,Dadeldhura,Amargadhi Urban Municipality,Ward Member,8,56,M,Nepali Congress,329,Elected
3155,Province 7,Dadeldhura,Amargadhi Urban Municipality,Female Ward Member,8,38,F,Nepali Congress,362,Elected
3156,Province 7,Dadeldhura,Amargadhi Urban Municipality,Dalit Female Ward Member,8,24,F,Nepali Congress,332,Elected
3157,Province 7,Dadeldhura,Amargadhi Urban Municipality,Ward President,9,54,M,Communist Party of Nepal (UML),322,Elected
3158,Province 7,Dadeldhura,Amargadhi Urban Municipality,Ward Member,9,38,M,Nepali Congress,331,Elected
3159,Province 7,Dadeldhura,Amargadhi Urban Municipality,Ward Member,9,49,M,Nepali Congress,331,Elected
3160,Province 7,Dadeldhura,Amargadhi Urban Municipality,Female Ward Member,9,49,F,Nepali Congress,314,Elected
3161,Province 7,Dadeldhura,Amargadhi Urban Municipality,Dalit Female Ward Member,9,44,F,Nepali Congress,333,Elected
3162,Province 7,Dadeldhura,Amargadhi Urban Municipality,Ward President,10,33,M,Communist Party of Nepal (UML),278,Elected
3163,Province 7,Dadeldhura,Amargadhi Urban Municipality,Ward Member,10,65,M,Communist Party of Nepal (UML),257,Elected
3164,Province 7,Dadeldhura,Amargadhi Urban Municipality,Ward Member,10,28,M,Nepali Congress,248,Elected
3165,Province 7,Dadeldhura,Amargadhi Urban Municipality,Female Ward Member,10,44,F,Nepali Congress,253,Elected
3166,Province 7,Dadeldhura,Amargadhi Urban Municipality,Dalit Female Ward Member,10,22,F,Nepali Congress,240,Elected
3167,Province 7,Dadeldhura,Amargadhi Urban Municipality,Ward President,11,38,M,Communist Party of Nepal (UML),363,Elected
3168,Province 7,Dadeldhura,Amargadhi Urban Municipality,Ward Member,11,35,M,Communist Party of Nepal (UML),327,Elected
3169,Province 7,Dadeldhura,Amargadhi Urban Municipality,Ward Member,11,36,M,Communist Party of Nepal (UML),293,Elected
3170,Province 7,Dadeldhura,Amargadhi Urban Municipality,Female Ward Member,11,26,F,Communist Party of Nepal (UML),338,Elected
3171,Province 7,Dadeldhura,Amargadhi Urban Municipality,Dalit Female Ward Member,11,27,F,Communist Party of Nepal (UML),340,Elected
3172,Province 7,Dadeldhura,Aalital Rural Municipality,Mayor,  ,48,M,Nepali Congress,2261,Elected
3173,Province 7,Dadeldhura,Aalital Rural Municipality,Vice-Mayor,  ,37,F,Nepali Congress,2242,Elected
3174,Province 7,Dadeldhura,Aalital Rural Municipality,Ward President,1,50,M,Communist Party of Nepal (UML),339,Elected
3175,Province 7,Dadeldhura,Aalital Rural Municipality,Ward Member,1,31,M,Nepali Congress,350,Elected
3176,Province 7,Dadeldhura,Aalital Rural Municipality,Ward Member,1,26,M,Nepali Congress,348,Elected
3177,Province 7,Dadeldhura,Aalital Rural Municipality,Female Ward Member,1,41,F,Nepali Congress,346,Elected
3178,Province 7,Dadeldhura,Aalital Rural Municipality,Dalit Female Ward Member,1,26,F,Nepali Congress,349,Elected
3179,Province 7,Dadeldhura,Aalital Rural Municipality,Ward President,2,46,M,Nepali Congress,401,Elected
3180,Province 7,Dadeldhura,Aalital Rural Municipality,Ward Member,2,36,M,Nepali Congress,392,Elected
3181,Province 7,Dadeldhura,Aalital Rural Municipality,Ward Member,2,62,M,Nepali Congress,374,Elected
3182,Province 7,Dadeldhura,Aalital Rural Municipality,Female Ward Member,2,30,F,Nepali Congress,388,Elected
3183,Province 7,Dadeldhura,Aalital Rural Municipality,Dalit Female Ward Member,2,25,F,Nepali Congress,386,Elected
3184,Province 7,Dadeldhura,Aalital Rural Municipality,Ward President,3,35,M,Communist Party of Nepal (Maoist Centre),425,Elected
3185,Province 7,Dadeldhura,Aalital Rural Municipality,Ward Member,3,39,M,Communist Party of Nepal (Maoist Centre),398,Elected
3186,Province 7,Dadeldhura,Aalital Rural Municipality,Ward Member,3,37,M,Communist Party of Nepal (Maoist Centre),395,Elected
3187,Province 7,Dadeldhura,Aalital Rural Municipality,Female Ward Member,3,34,F,Communist Party of Nepal (Maoist Centre),387,Elected
3188,Province 7,Dadeldhura,Aalital Rural Municipality,Dalit Female Ward Member,3,33,F,Communist Party of Nepal (Maoist Centre),401,Elected
3189,Province 7,Dadeldhura,Aalital Rural Municipality,Ward President,4,46,M,Nepali Congress,290,Elected
3190,Province 7,Dadeldhura,Aalital Rural Municipality,Ward Member,4,49,M,Nepali Congress,281,Elected
3191,Province 7,Dadeldhura,Aalital Rural Municipality,Ward Member,4,50,M,Nepali Congress,272,Elected
3192,Province 7,Dadeldhura,Aalital Rural Municipality,Female Ward Member,4,43,F,Nepali Congress,255,Elected
3193,Province 7,Dadeldhura,Aalital Rural Municipality,Dalit Female Ward Member,4,45,F,Nepali Congress,280,Elected
3194,Province 7,Dadeldhura,Aalital Rural Municipality,Ward President,5,42,M,Communist Party of Nepal (UML),299,Elected
3195,Province 7,Dadeldhura,Aalital Rural Municipality,Ward Member,5,32,F,Communist Party of Nepal (UML),307,Elected
3196,Province 7,Dadeldhura,Aalital Rural Municipality,Ward Member,5,48,M,Communist Party of Nepal (UML),295,Elected
3197,Province 7,Dadeldhura,Aalital Rural Municipality,Female Ward Member,5,48,F,Communist Party of Nepal (UML),285,Elected
3198,Province 7,Dadeldhura,Aalital Rural Municipality,Dalit Female Ward Member,5,37,F,Communist Party of Nepal (UML),295,Elected
3199,Province 7,Dadeldhura,Aalital Rural Municipality,Ward President,6,42,M,Communist Party of Nepal (UML),283,Elected
3200,Province 7,Dadeldhura,Aalital Rural Municipality,Ward Member,6,52,M,Communist Party of Nepal (UML),284,Elected
3201,Province 7,Dadeldhura,Aalital Rural Municipality,Ward Member,6,23,M,Communist Party of Nepal (UML),278,Elected
3202,Province 7,Dadeldhura,Aalital Rural Municipality,Female Ward Member,6,39,F,Communist Party of Nepal (UML),279,Elected
3203,Province 7,Dadeldhura,Aalital Rural Municipality,Dalit Female Ward Member,6,34,F,Communist Party of Nepal (UML),279,Elected
3204,Province 7,Dadeldhura,Aalital Rural Municipality,Ward President,7,42,M,Communist Party of Nepal (Maoist Centre),393,Elected
3205,Province 7,Dadeldhura,Aalital Rural Municipality,Ward Member,7,46,M,Communist Party of Nepal (Maoist Centre),392,Elected
3206,Province 7,Dadeldhura,Aalital Rural Municipality,Ward Member,7,30,M,Communist Party of Nepal (Maoist Centre),392,Elected
3207,Province 7,Dadeldhura,Aalital Rural Municipality,Female Ward Member,7,46,F,Communist Party of Nepal (Maoist Centre),395,Elected
3208,Province 7,Dadeldhura,Aalital Rural Municipality,Dalit Female Ward Member,7,37,F,Communist Party of Nepal (Maoist Centre),401,Elected
3209,Province 7,Dadeldhura,Aalital Rural Municipality,Ward President,8,41,M,Communist Party of Nepal (Maoist Centre),358,Elected
3210,Province 7,Dadeldhura,Aalital Rural Municipality,Ward Member,8,47,M,Nepali Congress,373,Elected
3211,Province 7,Dadeldhura,Aalital Rural Municipality,Ward Member,8,35,M,Communist Party of Nepal (Maoist Centre),349,Elected
3212,Province 7,Dadeldhura,Aalital Rural Municipality,Female Ward Member,8,36,F,Communist Party of Nepal (Maoist Centre),367,Elected
3213,Province 7,Dadeldhura,Aalital Rural Municipality,Dalit Female Ward Member,8,45,F,Communist Party of Nepal (Maoist Centre),350,Elected
3214,Province 7,Dadeldhura,Ganyapdhura Rural Municipality,Mayor,  ,52,M,Nepali Congress,3369,Elected
3215,Province 7,Dadeldhura,Ganyapdhura Rural Municipality,Vice-Mayor,  ,60,F,Nepali Congress,3407,Elected
3216,Province 7,Dadeldhura,Ganyapdhura Rural Municipality,Ward President,1,54,M,Nepali Congress,915,Elected
3217,Province 7,Dadeldhura,Ganyapdhura Rural Municipality,Ward Member,1,35,M,Nepali Congress,833,Elected
3218,Province 7,Dadeldhura,Ganyapdhura Rural Municipality,Ward Member,1,58,M,Nepali Congress,808,Elected
3219,Province 7,Dadeldhura,Ganyapdhura Rural Municipality,Female Ward Member,1,44,F,Nepali Congress,855,Elected
3220,Province 7,Dadeldhura,Ganyapdhura Rural Municipality,Dalit Female Ward Member,1,29,F,Nepali Congress,850,Elected
3221,Province 7,Dadeldhura,Ganyapdhura Rural Municipality,Ward President,2,38,M,Nepali Congress,890,Elected
3222,Province 7,Dadeldhura,Ganyapdhura Rural Municipality,Ward Member,2,52,M,Nepali Congress,906,Elected
3223,Province 7,Dadeldhura,Ganyapdhura Rural Municipality,Ward Member,2,64,M,Nepali Congress,886,Elected
3224,Province 7,Dadeldhura,Ganyapdhura Rural Municipality,Female Ward Member,2,26,F,Nepali Congress,920,Elected
3225,Province 7,Dadeldhura,Ganyapdhura Rural Municipality,Dalit Female Ward Member,2,24,F,Nepali Congress,930,Elected
3226,Province 7,Dadeldhura,Ganyapdhura Rural Municipality,Ward President,3,37,M,Nepali Congress,719,Elected
3227,Province 7,Dadeldhura,Ganyapdhura Rural Municipality,Ward Member,3,57,M,Nepali Congress,755,Elected
3228,Province 7,Dadeldhura,Ganyapdhura Rural Municipality,Ward Member,3,26,M,Nepali Congress,744,Elected
3229,Province 7,Dadeldhura,Ganyapdhura Rural Municipality,Female Ward Member,3,33,F,Nepali Congress,727,Elected
3230,Province 7,Dadeldhura,Ganyapdhura Rural Municipality,Dalit Female Ward Member,3,30,F,Nepali Congress,738,Elected
3231,Province 7,Dadeldhura,Ganyapdhura Rural Municipality,Ward President,4,27,M,Communist Party of Nepal (Maoist Centre),512,Elected
3232,Province 7,Dadeldhura,Ganyapdhura Rural Municipality,Ward Member,4,58,M,Communist Party of Nepal (Maoist Centre),443,Elected
3233,Province 7,Dadeldhura,Ganyapdhura Rural Municipality,Ward Member,4,31,M,Communist Party of Nepal (Maoist Centre),413,Elected
3234,Province 7,Dadeldhura,Ganyapdhura Rural Municipality,Female Ward Member,4,31,F,Communist Party of Nepal (Maoist Centre),486,Elected
3235,Province 7,Dadeldhura,Ganyapdhura Rural Municipality,Dalit Female Ward Member,4,30,F,Communist Party of Nepal (Maoist Centre),478,Elected
3236,Province 7,Dadeldhura,Ganyapdhura Rural Municipality,Ward President,5,51,M,Communist Party of Nepal (UML),389,Elected
3237,Province 7,Dadeldhura,Ganyapdhura Rural Municipality,Ward Member,5,29,M,Communist Party of Nepal (UML),418,Elected
3238,Province 7,Dadeldhura,Ganyapdhura Rural Municipality,Ward Member,5,38,M,Communist Party of Nepal (UML),391,Elected
3239,Province 7,Dadeldhura,Ganyapdhura Rural Municipality,Female Ward Member,5,48,F,Communist Party of Nepal (UML),410,Elected
3240,Province 7,Dadeldhura,Ganyapdhura Rural Municipality,Dalit Female Ward Member,5,56,F,Communist Party of Nepal (UML),409,Elected
3241,Province 7,Dadeldhura,Nawadurga Rural Municipality,Mayor,  ,44,M,Communist Party of Nepal (UML),2969,Elected
3242,Province 7,Dadeldhura,Nawadurga Rural Municipality,Vice-Mayor,  ,46,F,Nepali Congress,3004,Elected
3243,Province 7,Dadeldhura,Nawadurga Rural Municipality,Ward President,1,42,M,Communist Party of Nepal (UML),525,Elected
3244,Province 7,Dadeldhura,Nawadurga Rural Municipality,Ward Member,1,31,M,Communist Party of Nepal (UML),559,Elected
3245,Province 7,Dadeldhura,Nawadurga Rural Municipality,Ward Member,1,41,M,Communist Party of Nepal (UML),513,Elected
3246,Province 7,Dadeldhura,Nawadurga Rural Municipality,Female Ward Member,1,28,F,Nepali Congress,542,Elected
3247,Province 7,Dadeldhura,Nawadurga Rural Municipality,Dalit Female Ward Member,1,45,F,Communist Party of Nepal (UML),519,Elected
3248,Province 7,Dadeldhura,Nawadurga Rural Municipality,Ward President,2,49,M,Nepali Congress,916,Elected
3249,Province 7,Dadeldhura,Nawadurga Rural Municipality,Ward Member,2,47,M,Nepali Congress,942,Elected
3250,Province 7,Dadeldhura,Nawadurga Rural Municipality,Ward Member,2,45,M,Nepali Congress,911,Elected
3251,Province 7,Dadeldhura,Nawadurga Rural Municipality,Female Ward Member,2,53,F,Nepali Congress,917,Elected
3252,Province 7,Dadeldhura,Nawadurga Rural Municipality,Dalit Female Ward Member,2,49,F,Nepali Congress,919,Elected
3253,Province 7,Dadeldhura,Nawadurga Rural Municipality,Ward President,3,36,M,Communist Party of Nepal (UML),376,Elected
3254,Province 7,Dadeldhura,Nawadurga Rural Municipality,Ward Member,3,49,M,Communist Party of Nepal (UML),392,Elected
3255,Province 7,Dadeldhura,Nawadurga Rural Municipality,Ward Member,3,55,M,Communist Party of Nepal (UML),371,Elected
3256,Province 7,Dadeldhura,Nawadurga Rural Municipality,Female Ward Member,3,41,F,Communist Party of Nepal (UML),406,Elected
3257,Province 7,Dadeldhura,Nawadurga Rural Municipality,Dalit Female Ward Member,3,43,F,Communist Party of Nepal (UML),393,Elected
3258,Province 7,Dadeldhura,Nawadurga Rural Municipality,Ward President,4,31,M,Communist Party of Nepal (UML),597,Elected
3259,Province 7,Dadeldhura,Nawadurga Rural Municipality,Ward Member,4,36,M,Communist Party of Nepal (UML),697,Elected
3260,Province 7,Dadeldhura,Nawadurga Rural Municipality,Ward Member,4,56,M,Communist Party of Nepal (UML),689,Elected
3261,Province 7,Dadeldhura,Nawadurga Rural Municipality,Female Ward Member,4,30,F,Communist Party of Nepal (UML),731,Elected
3262,Province 7,Dadeldhura,Nawadurga Rural Municipality,Dalit Female Ward Member,4,53,F,Communist Party of Nepal (UML),626,Elected
3263,Province 7,Dadeldhura,Nawadurga Rural Municipality,Ward President,5,49,M,Nepali Congress,579,Elected
3264,Province 7,Dadeldhura,Nawadurga Rural Municipality,Ward Member,5,51,M,Nepali Congress,551,Elected
3265,Province 7,Dadeldhura,Nawadurga Rural Municipality,Ward Member,5,39,M,Nepali Congress,548,Elected
3266,Province 7,Dadeldhura,Nawadurga Rural Municipality,Female Ward Member,5,28,F,Nepali Congress,583,Elected
3267,Province 7,Dadeldhura,Nawadurga Rural Municipality,Dalit Female Ward Member,5,41,F,Nepali Congress,572,Elected
3268,Province 7,Dadeldhura,Parashuram Urban Municipality,Mayor,  ,50,M,Nepali Congress,4629,Elected
3269,Province 7,Dadeldhura,Parashuram Urban Municipality,Vice-Mayor,  ,53,F,Nepali Congress,4213,Elected
3270,Province 7,Dadeldhura,Parashuram Urban Municipality,Ward President,1,41,M,Communist Party of Nepal (Maoist Centre),380,Elected
